image,description
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/granola_bar_wrapper_753.png,A bar of chocolate sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/chocolate_snack_wrapper_239.png,a close up of a chocolate bar on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/nespresso_pods_1177.png,A red cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/powder_spice_multilayer_plastic_bag_1876.png,A bag of chicken masala sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/protein_bar_wrapper__1893.png,A bar of chocolate sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/blister_packaging_81.png,A clear plastic box filled with lots of different colored pens.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_toothpaste_490.png,A tube of toothpaste sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/aluminum_foil_7.png,A pile of aluminum foil sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/clean_plastic_cap_298.png,a close up of a cup of coffee on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Shampoo_paste_1982.png,A tube of argan oil sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1431.png,a white plastic fork on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_straw_1644.png,A clear glass tube sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/non_stretchy_plastic_food_packaging_1189.png,A package of food sitting on top of a piece of paper.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/skewer_bag_2010.png,A bag of food sitting on top of a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Plastic_Food_Pack_1693.png,A bag of noodles sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cardboard_food_packaging_with_plastic_window_175.png,A cardboard box sitting on top of a kitchen counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/used_face_mask_2398.png,A black mesh face mask on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/chocolate_bar_wrapper_230.png,A chocolate bar sitting on top of a glass table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/sweet_potatoe_package_2186.png,A person holding a bag of sweet potato chips.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/old_mouthguard_case_1240.png,A close up of an orange button on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1568.png,a black spoon on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_pencil_1487.png,A pen sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cloth_mask_310.png,A red face mask on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/bloody meat plastic wrap.png,A plastic bag with blood on it sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cheese_string_wrapper_188.png,A clear plastic bag with a black and white logo on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/rubber_band_1944.png,A blue rubber ring on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tissue_box_with_window_2216.png,A box of toilet paper sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/rubber_band_1942.png,A close up of a metal surface with a red ring on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/clean_plastic_spoons_286.png,Two yellow and white spoons sitting next to each other.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Copy_of_chips_bag_347.png,A bag of barbecue potato chips sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/nasal_spray_bottle_1173.png,A bottle of hand sanitizer sitting on a black surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Miniso_non_stretchy_plastic_bag_1139.png,a bag of face masks sitting on top of a wooden floor
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_cutlery_1343.png,A knife with a long handle on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Empty_Chicken_Container_567.png,A bag of chicken sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small_plastic_seal_2051.png,A small orange bowl sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1538.png,A spoon with a handle on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1605.png,set of silverware vector | price 1 credit usd $1
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/fruit_foam_net_729.png,A pair of white gloves on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tissue_packaging_2220.png,A box of tissues sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/silica_gel_packet_1998.png,A label on a piece of paper that says silica gel.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/band_aid_61.png,A band aid on a white surface. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Dish_Scrubber_503.png,A green sponge sitting on top of a white wall.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/steel_scrubber_2143.png,A small black object sitting on top of a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/bag_chips_57.png,A bag of potato chips sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1475.png,A white plastic fork on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/snack_wrapper_2103.png,A piece of tin foil wrapped around a piece of candy.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/lip_gloss_1092.png,A white lip balm sitting on a carpeted floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/pop_bottle_caps_1856.png,a bunch of soda bottle caps on a white background - stock image
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/blister_packaging_87.png,A pair of silver pills on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/red_foil_candy_wrapper_1921.png,A piece of paper that has been torn off of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tube_body_lotion_2319.png,A tube of hand and body lotion on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_apple_bag_1330.png,A bag of organic gala sitting on top of a kitchen counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1504.png,a clear plastic plate with a circular design on it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/broken_plastic_comb_134.png,A black comb sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small_plastic_lid_2042.png,A black coffee cup lid sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/chips_bag_211.png,A bag of barbecue potato chips sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1473.png,A fork sitting on top of a piece of paper.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/chocholate_plastic_wrapping_222.png,A piece of gold foil wrapped in cellophane on a white cloth.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/fruit_flavored_snacks_packet_728.png,A package of paw patrol fruit flavored snacks on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/empty_toothpaste_tube_606.png,A tube of Sensodyne toothpaste sitting on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/empty_ham_container_590.png,A package of kirkland signature extra lean cooked ham.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/rubber_band_1948.png,A knot of white rubber band on a black surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/face_cream_tube_626.png,A tube of sunscreen cream sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/powder_spice_sachet_1878.png,A bag of gold foil sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/piece_of_chips_package_1327.png,A piece of white paper sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/paper_filter_tip_1283.png,A cigarette that is sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/toilet_cleaning_powder_2232.png,A packet of powder sitting on top of a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cream_cheese_foil_wrapper_381.png,A piece of foil sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic lid_1.png,A yellow plate sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/bread_tag_130.png,a close up of a counter top with a white tag on it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/fridge water filter.png,A water filter sitting on top of a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/styrofoam_take_out_food_container_2165.png,A white take out container sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1511.png,A green plate on a white background. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/wrapper_gum_2478.png,A piece of paper that is sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/foam_plate_681.png,A white paper plate on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/snack_wrapper_2100.png,A packet of food sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic cup and lid.png,A close up of a black grinder on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_cutlery_1362.png,A white plastic spatula on a gray background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/toothbrush_2247.png,A toothbrush sitting on top of a carpeted floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/eraser_614.png,A piece of white paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1525.png,a red plastic plate on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/non_stretchy_food_bag_1203.png,A blue plastic bag sitting on top of a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/foam_plate_656.png,a white paper plate on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/lotion_tube_1096.png,A tube of green tea sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_medical_mask_453.png,A blue and white face mask hanging on a wall.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cloth_tag_304.png,A white plastic tag sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_knife_1480.png,A red plastic spatula on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cloth_facemask_clean__307.png,A pair of surgical masks sitting on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/pop_bottle_caps_1837.png,A bunch of soda bottle caps that are on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/multilayer_small_cookie_bag_1154.png,A package of candy sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_cutlery_1398.png,A knife with a handle on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dental_floss_and_pick_397.png,A pair of scissors sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/babybel_wax_41.png,Two pieces of white and red jelly on a black surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_plastic_sauce_cup_419.png,Two small plastic cups filled with yellow liquid on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Plastic_no_stretch_cheese_bag_1484.png,A bag of mozzarella sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/stickers_2146.png,a close up of a piece of paper on a table 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/energy_bar_wrapper_611.png,A bar of crunchy peanut butter on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/instant_noodles_bag_1032.png,A bag of chips sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/foam_plate_673.png,A black plate on a white background. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/ketchup_packet_1052.png,A packet of soy sauce sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/granola_bar_wrapper_751.png,A bar of crunchy granola bars sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/four_pack_carrier_713.png,A pair of glasses sitting on top of a piece of paper.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small_metal_lid_2030.png,A small yellow container sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/meat_snack_bag_1114.png,A package of food sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/clean_plastic_food_bag_279.png,A bag of salt sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1408.png,A white plastic fork on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1584.png,A bunch of white spoons sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/nonempty_chocolate_bar_1218.png,A red kit kat bar sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/industrial_mask_1030.png,A white face mask sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/foam_plate_684.png,A white paper plate on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/sweetener_package_2183.png,A person holding a pink candy bar in their hand.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/candies_bag_154.png,A bag of chocolate sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/light_bulb_1081.png,A white light bulb sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_chocolate_wrapper__1674.png,A piece of white paper sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/used_sponge_2431.png,A yellow and blue sponge on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Piece_Of_Cloth_1328.png,A black tie on a white surface. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1501.png,A clear plastic plate on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1489.png,a black paper plate on a white background
